Station, Fav, StationName, HydStatus, Prov, Latitude(Degrees), Longitude(Degrees), DrainageArea(km≤), Years, From, To, Reg., Flow, Level, Sed, OperSched, RealTime, RHBN, Region, Datum, Operator
02LA006, , KEMPTVILLE CREEK NEAR KEMPTVILLE, Active, ON,44.9943,-75.6623,411,51,1969,2019, True, True, True, , Continuous, True, , BURLINGTON, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
02LA007, , JOCK RIVER NEAR RICHMOND, Active, ON,45.2494,-75.7906,526,51,1969,2019, , True, True, , Continuous, True, , BURLINGTON, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
02LA008, , BLACK RAPIDS CREEK TRIBUTARY AT OTTAWA, Discontinued, ON,45.3033,-75.74,1.63,8,1972,1979, , True, , , Continuous, , , BURLINGTON, ASSUMED DATUM, 
02LA009, , RIDEAU RIVER AT POONAMALIE LOCKS, Discontinued, ON,44.8928,-76.0561, ,6,1972,1977, True, , True, , Continuous, , , BURLINGTON, GEODETIC SURVEY OF CANADA DATUM, 
02LA010, , RIDEAU RIVER NEAR BECKETTS LANDING, Discontinued, ON,45.0464,-75.6889,2180,2,1978,1979, True, , True, , Seasonal, , , BURLINGTON, ASSUMED DATUM, 
02LA011, , RIDEAU RIVER BELOW MERRICKVILLE, Discontinued, ON,44.9514,-75.8181,1920,18,1979,1996, True, True, , , Seasonal, , , BURLINGTON, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
02LA012, , RIDEAU RIVER BELOW MANOTICK, Discontinued, ON,45.2483,-75.7047,3120,17,1980,1996, True, True, , , Seasonal, , , BURLINGTON, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
02LA013, , SAWMILL CREEK AT OTTAWA, Discontinued, ON,45.3878,-75.6744,20.4,3,1981,1983, , True, , , Continuous, , , BURLINGTON, ASSUMED DATUM, 
02LA014, , RIDEAU RIVER AT RIDEAU FERRY, Discontinued, ON,44.8483,-76.1411,398,3,1980,1982, True, , True, , Seasonal, , , BURLINGTON, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
02LA015, , OUTAOUAIS (RIVIERE DES) A HULL, Active, QC,45.4314,-75.7062, ,56,1964,2019, , , True, , Continuous, True, , BURLINGTON, GEODETIC SURVEY OF CANADA DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
02LA016, , TAY RIVER AT PORT ELMSLEY, Discontinued, ON,44.8928,-76.1236,786,7,1982,1988, True, True, , , Seasonal, , , BURLINGTON, ASSUMED DATUM, 
02LA017, , TAY RIVER BELOW BOBS LAKE, Discontinued, ON,44.76,-76.5214,357,5,1984,1995, True, True, , , Seasonal, , , BURLINGTON, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
02LA018, , RIDEAU RIVER AT MERRICKVILLE, Discontinued, ON,44.9178,-75.8386, ,1,1988,1988, True, , True, , Seasonal, , , BURLINGTON, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
02LA019, , OUTAOUAIS (RIVIERE DES) CENTRALE DE HULL 2, Discontinued, QC,45.4208,-75.725,91300,10,1985,1994, True, True, , , Continuous, , , QUEBEC CITY, , QUEBEC HYDRO-ELECTRIC COMMISSION
02LA024, , TAY RIVER IN PERTH, Active, ON,44.8969,-76.2525,661,26,1994,2019, True, True, True, , Continuous, True, , BURLINGTON, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
02LA026, , STEVEN CREEK NEAR NORTH GOWER, Discontinued, ON,45.1384,-75.7035,509,9,2007,2015, , , True, , Continuous, , , BURLINGTON, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
02LA027, , RIDEAU RIVER ABOVE RIDEAU FALLS, Active, ON,45.4399,-75.6929, ,10,2010,2019, , , True, , Continuous, True, , BURLINGTON, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
02LA028, , OTTAWA RIVER MAIN CHANNEL BELOW CHAUDIERE FALLS, Active, ON,45.421,-75.7181, ,2,2018,2019, True, , True, , Continuous, True, , BURLINGTON, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
02LB001, , OUTAOUAIS (RIVIERE DES) A GRENVILLE, Discontinued, QC,45.6311,-74.6089, ,67,1933,1999, True, , True, , Continuous, , , QUEBEC CITY, MINISTERE DES TRAVAUX PUBLICS, WATER SURVEY OF CANADA (DOE) (CANADA)
02LB005, , SOUTH NATION RIVER NEAR PLANTAGENET SPRINGS, Active, ON,45.5171,-74.9782,3807,105,1915,2019, , True, True, True, Continuous, True, , BURLINGTON, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
02LB006, , CASTOR RIVER AT RUSSELL, Active, ON,45.2625,-74.6562,439,71,1948,2019, , True, True, , Continuous, True, , BURLINGTON, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
02LB007, , SOUTH NATION RIVER AT SPENCERVILLE, Active, ON,44.8423,-75.5444,246,72,1948,2019, , True, True, , Continuous, True, True, BURLINGTON, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
02LB008, , BEAR BROOK NEAR BOURGET, Active, ON,45.426,-75.1532,448,64,1949,2019, , True, True, , Continuous, True, , BURLINGTON, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
02LB009, , SOUTH NATION RIVER AT CHESTERVILLE, Active, ON,45.1011,-75.2261,1050,42,1949,2019, True, True, True, , Seasonal, True, , BURLINGTON, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
02LB010, , OTTAWA RIVER AT CUMBERLAND, Discontinued, ON,45.5214,-75.4125, ,79,1918,1996, True, , True, True, Continuous, , , BURLINGTON, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
02LB012, , EAST BRANCH SCOTCH RIVER NEAR ST. ISIDORE DE PRESCOTT, Discontinued, ON,45.3697,-74.9,76.7,25,1970,1994, , True, , , Seasonal, , , BURLINGTON, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
02LB013, , SOUTH NATION RIVER AT CASSELMAN, Active, ON,45.3171,-75.0914,2410,44,1972,2019, True, True, True, True, Seasonal, True, , BURLINGTON, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
02LB014, , SOUTH NATION RIVER BELOW CASSELMAN, Discontinued, ON,45.3217,-75.0928, ,5,1972,1994, True, , True, True, Seasonal, , , BURLINGTON, GEODETIC SURVEY OF CANADA DATUM, 
02LB015, , SOUTH NATION RIVER AT LEMIEUX, Discontinued, ON,45.395,-75.0656, ,13,1972,1994, True, , True, True, Seasonal, , , BURLINGTON, ASSUMED DATUM, 
02LB016, , LITTLE CASTOR RIVER NEAR EMBRUN, Discontinued, ON,45.2714,-75.2183,76.1,6,1978,1983, , True, , , Continuous, , , BURLINGTON, ASSUMED DATUM, 
02LB017, , NORTH BRANCH SOUTH NATION RIVER NEAR HECKSTON, Active, ON,44.995,-75.516,69.2,24,1977,2019, , True, True, , Continuous, True, , BURLINGTON, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
02LB018, , WEST BRANCH SCOTCH RIVER NEAR ST. ISIDORE DE PRESCOTT, Active, ON,45.3753,-74.9478,105,40,1979,2019, , True, True, , Seasonal, True, , BURLINGTON, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
02LB019, , SOUTH INDIAN CREEK NEAR LIMOGES, Discontinued, ON,45.3631,-75.25,72.3,6,1978,1983, , True, , , Continuous, , , BURLINGTON, ASSUMED DATUM, 
02LB020, , SOUTH CASTOR RIVER AT KENMORE, Active, ON,45.2283,-75.4127,185,37,1978,2019, , True, True, , Continuous, True, , BURLINGTON, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
02LB021, , EAST CASTOR RIVER NEAR RUSSELL, Discontinued, ON,45.2286,-75.3256,145,5,1979,1983, , True, , , Continuous, , , BURLINGTON, ASSUMED DATUM, 
02LB022, , PAYNE RIVER NEAR BERWICK, Active, ON,45.1916,-75.1046,152,39,1976,2019, , True, True, , Continuous, True, , BURLINGTON, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
02LB024, , OUTAOUAIS (RIVIERE DES) AU BARRAGE DE CARILLON, Discontinued, QC,45.57,-74.3928,143000,33,1962,1994, True, True, , , Continuous, , , QUEBEC CITY, ARBITRAIRE, QUEBEC HYDRO-ELECTRIC COMMISSION
02LB025, , OUTAOUAIS (RIVIERE DES) A CARILLON (AVAL), Discontinued, QC,45.5681,-74.3797, ,37,1963,1999, True, , True, , Continuous, , , QUEBEC CITY, SERVICE GEODESIQUE DU CANADA, WATER SURVEY OF CANADA (DOE) (CANADA)
02LB026, , OUTAOUAIS (RIVIERE DES) A CARILLON (AMONT), Discontinued, QC,45.5694,-74.3833, ,37,1963,1999, True, , True, , Continuous, , , QUEBEC CITY, SERVICE GEODESIQUE DU CANADA, WATER SURVEY OF CANADA (DOE) (CANADA)
02LB027, , BLACK CREEK NEAR BOURGET, Discontinued, ON,45.4047,-75.1022,17.7,2,1993,1994, , True, , , Continuous, , , BURLINGTON, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
02LB028, , BEAR BROOK ABOVE BOURGET, Discontinued, ON,45.3989,-75.2833,168,2,1993,1994, , True, , , Seasonal, , , BURLINGTON, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
02LB029, , SOUTH NATION RIVER AT SEQUIN BRIDGE, Discontinued, ON,45.4558,-74.9422, ,2,1993,1994, True, , True, True, Seasonal, , , BURLINGTON, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
02LB030, , SOUTH NATION RIVER AT PENDLETON BRIDGE, Discontinued, ON,45.4264,-75.0506, ,2,1993,1995, True, True, , True, Seasonal, , , BURLINGTON, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
02LB031, , SOUTH BRANCH SOUTH NATION RIVER NEAR WINCHESTER SPRINGS, Active, ON,44.9979,-75.3621,311,17,1998,2019, , True, True, , Continuous, True, , BURLINGTON, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
02LB032, , RIGAUD RIVER NEAR ST. EUGENE, Active, ON,45.4914,-74.4418,306,17,2003,2019, , True, True, , Continuous, True, , BURLINGTON, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
02LB033, , BECKETTS CREEK NEAR BECKETTS CREEK, Discontinued, ON,45.5207,-75.3583,54.1,13,2007,2019, , True, True, , Continuous, , , BURLINGTON, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
02LB035, , OUTAOUAIS (RIVIERE DES) A RIGAUD, Discontinued, QC,45.5309,-74.3513,146000,5,2010,2014, True, , True, , Continuous, , , QUEBEC CITY, , WATER SURVEY OF CANADA (DOE) (CANADA)
02LB036, , BECKETTS CREEK NEAR CUMBERLAND ESTATES, Active, ON,45.5037,-75.3474,50.6,2,2018,2019, , True, True, , Continuous, True, , BURLINGTON, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
02LB101, , BEAR BROOK AT CARLSBAD SPRINGS, Discontinued, ON,45.375,-75.4722,65,3,1976,1978, , True, , , Continuous, , , BURLINGTON, ASSUMED DATUM, ONTARIO MINISTRY OF THE ENVIRONMENT
02LC001, , NORD (RIVIERE DU) A SAINT-CANUT, Discontinued, QC,45.7222,-74.0847,1330,11,1920,1930, True, True, , , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LC002, , ROUGE (RIVIERE) EN AVAL DE LA CHUTE BELL, Discontinued, QC,45.7733,-74.6839,5440,41,1918,1958, True, True, , , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LC003, , OUEST (RIVIERE DE L') AU PONT LEGER, Discontinued, QC,45.6769,-74.4086,163,30,1921,1950, True, True, , , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LC004, , ROUGE (RIVIERE) A LABELLE, Discontinued, QC,46.2808,-74.7358,2670,6,1925,1930, True, True, , , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LC005, , NORD (RIVIERE DU) EN AMONT DE LA RIVIERE DONCASTER, Discontinued, QC,45.9739,-74.1103,435,30,1927,1956, True, True, , , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LC006, , DONCASTER (RIVIERE), Discontinued, QC,45.9647,-74.1008,226,50,1927,1976, True, True, , , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LC007, , ROUGE (RIVIERE) PRES DE LA MACAZA, Discontinued, QC,46.3539,-74.7794,2570,53,1930,1982, True, True, , , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LC008, , NORD (RIVIERE DU) A 4 8 KM EN AMONT DU PONT DU C.N. A SAINT-JEROME, Active, QC,45.7931,-74.0128,1170,84,1930,2013, True, True, , , Continuous, True, , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LC009, , MASSON (LAC) AU BARRAGE MASSON, Active, QC,46.0306,-74.0564,32.6,47,1930,2013, True, True, True, , Continuous, True, , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LC010, , LUDGER (LAC) AU BARRAGE LUDGER, Active, QC,46.1186,-74.2764,39.1,51,1930,2013, True, True, True, , Continuous, True, , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LC011, , NORD (RIVIERE DU) AU BARRAGE DE LA MONTAGNE NOIRE  A LANTIER, Active, QC,46.1819,-74.2772,13.1,50,1930,2013, True, True, True, , Continuous, True, , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LC012, , CORNU (LAC) AU BARRAGE-CORNU, Active, QC,46.0903,-74.4264,13.1,50,1944,2013, True, True, True, , Continuous, True, , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LC013, , MANITOU (LAC) AU BARRAGE MANITOU, Active, QC,46.075,-74.3372,26.4,51,1945,2013, True, True, True, , Continuous, True, , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LC014, , PAPINEAU (LAC) AU BARRAGE PAPINEAU A SAINTE-AGATHE-DES-MONTS, Active, QC,46.1225,-74.2942,17.8,51,1944,2013, True, True, True, , Continuous, True, , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LC015, , NORD (RIVIER DU) AU BARRAGE BRULE, Active, QC,46.0778,-74.2819,141,50,1944,2013, True, True, True, , Continuous, True, , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LC016, , SABLES (LAC DES) AU BARRAGE DES SABLES, Active, QC,46.0525,-74.3092,39.6,50,1945,2013, True, True, True, , Continuous, True, , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LC017, , MULETS (RIVIERE AUX) AU BARRAGE THEODORE, Active, QC,45.9625,-74.2472,104,50,1964,2013, True, True, True, , Continuous, True, , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LC019, , NORD (RUISSEAU) SUR LE CHEMIN SAINT-DOMINIQUE, Discontinued, QC,45.7367,-74.0008,22.6,16,1971,1986, , , True, , Continuous, , , QUEBEC CITY, GEODESIQUES, 
02LC020, , NORD (RIVIERE DU) A LACHUTE, Discontinued, QC,45.6639,-74.3222,1620,2,1977,1978, , True, , , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LC021, , NORD (RIVIERE DU) PRES DE SAINT-AGATHE, Active, QC,46.0458,-74.2528,311,43,1971,2013, True, True, , , Continuous, True, , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LC022, , NORD (RIVIERE DU) A SAINT-ANDRE-EST, Discontinued, QC,45.5661,-74.3358,2070,9,1970,1978, True, True, , , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LC023, , OUEST (RIVIERE DE L') EN AMONT DU RUISSEAU DES VASES, Discontinued, QC,45.6586,-74.4083,166,3,1967,1969, True, True, , , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LC024, , ROUGE (RIVIERE) A SON EMBOUCHURE, Discontinued, QC,45.5622,-74.3208,141,7,1971,1981, , True, , , Seasonal, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LC025, , SIMON (RIVIERE) A SON EMBOUCHURE, Discontinued, QC,45.9133,-74.1519,167,13,1974,1986, , True, , , Seasonal, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LC026, , BONNIEBROOK (RUISSEAU) AU LAC FIDDLER, Discontinued, QC,45.8011,-74.1711,54.1,14,1974,1987, True, True, , , Seasonal, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LC027, , DONCASTER (RIVIERE) AU LAC ELEVE, Active, QC,46.0958,-74.1219,109,38,1974,2013, , True, , , Continuous, True, , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LC028, , ROUGE (RIVIERE) EN AVAL DE LA RIVIERE BEVIN, Discontinued, QC,45.97,-74.6347, ,7,1966,1972, True, , True, , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LC029, , ROUGE (RIVIERE) EN AMONT DE LA CHUTE MCNEIL, Active, QC,45.7364,-74.6897,5460,50,1964,2013, True, True, , , Continuous, True, , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LC031, , BEVIN (RIVIERE) A LAKEVIEW, Discontinued, QC,45.8783,-74.5678, ,2,1966,1967, True, , True, , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LC032, , BEVI (LAC) AU PONT-ROUTE 327, Discontinued, QC,45.9628,-74.5994,339,7,1966,1972, True, , True, , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LC033, , MCDONALD (LAC) A LAKEVIEW, Discontinued, QC,45.8783,-74.5678,202,7,1966,1972, True, , True, , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LC034, , DECHARGE DU LAC DES SEIZE ILES EN AVAL DU BARRAGE, Discontinued, QC,45.8769,-74.4786,40.7,7,1966,1972, True, , True, , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LC035, , SEIZE ILES (LAC DES), Discontinued, QC,45.8778,-74.4789,40.7,6,1967,1972, True, , True, , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LC038, , MAROIS (LAC), Discontinued, QC,45.8569,-74.125,9.79,13,1969,1982, True, , True, , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LC039, , SAINT-JOSEPH (LAC), Discontinued, QC,45.9708,-74.3361, ,3,1971,1973, , , True, , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LC040, , ECHO (LAC), Discontinued, QC,45.8792,-74.025,9.33,9,1971,1979, True, , True, , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LC042, , RAYMOND (LAC), Discontinued, QC,46.0061,-74.1539, ,2,1980,1981, , , True, , Miscellaneous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LC043, , SAINT-LOUIS (RUISSEAU) A 0 3 KM DE LA RIVIERE DU DIABLE, Active, QC,46.3747,-74.5033,39.9,46,1968,2013, , True, , , Continuous, True, , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LC062, , BAPTISTE (LAC), Discontinued, QC,46.25,-74.6839,2.51,11,1972,1982, , , True, , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LC064, , SAVANE (LAC DE LA), Discontinued, QC,46.4775,-74.4731,40.7,9,1977,1985, True, , True, , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LC066, , ESCALIER (LAC), Discontinued, QC,46.42,-74.4928,298,3,1977,1979, True, , True, , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LC067, , MONROE (LAC), Discontinued, QC,46.3186,-74.51,432,9,1977,1985, True, , True, , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LC068, , NORD (RIVIERE DU) EN AMONT DE LA RIVIERE DONCASTER, Discontinued, QC,45.9733,-74.1108,435,19,1956,1978, True, True, , , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LC069, , BECS-SCIE (LAC DES), Discontinued, QC,45.8467,-74.2069,2.62,1,1979,1979, , True, , , Seasonal, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LC070, , DECHARGE DU LAC LUDGER (RUISSEAU) EN AVAL DU BARRAGE LUDGER, Active, QC,46.1181,-74.2764,39.1,20,1994,2013, True, True, , , Continuous, True, , QUEBEC CITY, , MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LD001, , PETITE NATION (RIVIERE DE LA) A PORTAGE-DE-LA-NATION, Discontinued, QC,45.6711,-75.0356,1990,48,1925,1972, , True, , , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LD002, , PETITE NATION (RIVIERE DE LA) PRES DE COTE-SAINT-PIERRE, Discontinued, QC,45.8275,-75.0717,1300,44,1925,1968, , True, , , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LD004, , PETITE NATION (RIVIERE DE LA) A PORTAGE-DE-LA-NATION, Discontinued, QC,45.6714,-75.0206,1990,5,1921,1925, , True, , , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LD005, , PETITE NATION (RIVIERE DE LA) AU PONT A 1 6 KM EN AMONT DE RIPON, Active, QC,45.7917,-75.0914,1330,46,1968,2013, , True, , , Continuous, True, , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LD006, , SUFFOLK (RUISSEAU) A 0 2 KM EN AMONT DU PONT-ROUTE A CHENEVILLE, Active, QC,45.8833,-75.0228,61.6,39,1975,2013, , True, , , Continuous, True, , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LD007, , SIMON (LAC), Discontinued, QC,45.9058,-75.0925,1160,33,1974,2006, , , True, , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LD008, , BARRIERE (LAC) AU BARRAGE, Discontinued, QC,45.8772,-75.0844,1260,33,1974,2006, True, , True, , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LD011, , SCRYER (LAC), Discontinued, QC,45.8417,-75.2131,73,3,1977,1979, , , True, , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LD012, , CHAPLEAU (LAC) AU BARRAGE CHAPLEAU A LA MINERVE, Active, QC,46.2108,-74.9468,67,5,2009,2013, True, , True, , Continuous, True, , QUEBEC CITY, , MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LE001, , LIEVRE (RIVIERE DU) A MONT-LAURIER, Discontinued, QC,46.5422,-75.5019,5130,57,1924,1980, True, True, , , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LE003, , LIEVRE (RIVIERE DU) A FERME ROUGE, Discontinued, QC,46.4269,-75.4278, ,3,1964,1966, True, , True, , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LE006, , KIAMIKA (RIVIERE) PRES DE LA RIVIERE DU LIEVRE, Discontinued, QC,46.4106,-75.3925,1310,34,1947,1980, True, True, , , Seasonal, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LE008, , MITCHINAMECUS (RIVIERE) AU BARRAGE MITCHINAMECUS, Discontinued, QC,47.2161,-75.1744,932,49,1943,1991, True, True, , , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LE011, , LIEVRE (RIVIERE DU) EN AVAL DE LA RIVIERE KIAMIKA, Discontinued, QC,46.3625,-75.4489, ,36,1941,1977, True, , True, , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LE013, , MITCHINAMECUS (RIVIERE) A LA TETE DE LA CHUTE RASCAS, Active, QC,47.1844,-75.1436,1050,37,1977,2013, True, True, , , Continuous, True, , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LE014, , MITCHINAMECUS (RIVIERE) AU RESERVOIR MITCHINAMECUS, Active, QC,47.2142,-75.1772,932,73,1941,2013, True, True, True, , Continuous, True, , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LE015, , MITCHINAMECUS ET RUISSEAU RASCAS AUX SORTIES DU RESERVOIR MITCHINAMECU, Discontinued, QC,47.2142,-75.1772,932,1,1967,1967, True, True, , , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LE016, , RASCAS (RUISSEAU) AU RESERVOIR MITCHINAMECUS, Discontinued, QC,47.2,-75.1333,932,5,1963,1967, True, True, True, , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
02LE017, , KIAMIKA (RIVIERE) AU BARRAGE KIAMIKA, Active, QC,46.6333,-75.1333,704,60,1954,2013, True, True, True, , Continuous, True, , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
